name,taxid,general_classification,alternative_names,pathogenic_sites,commensal_sites,status,high_consequence,pathology,host_organism,kingdom,phylum,class,order,family,genus,mol_type,reference,Additional references,assembly_accession,request_type
Dietzia cinnamea,321318,opportunistic,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,dna,"Yassin, A. F., H. Hupfer, and K. P. Schaal. ""Dietzia cinnamea sp. nov., a novel species isolated from a perianal swab of a patient with a bone marrow transplant.""International Journal of Systematic and Evolutionary Microbiology56.3 (2006): 641-645.",,GCF_036287335.1,APL-derived
Nocardia ignorata,145285,primary,,resp,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,dna,"Yassin, A. F., F. A. Rainey, and U. Steiner. ""Nocardia ignorata sp. nov.""International journal of systematic and evolutionary microbiology51.6 (2001): 2127-2131.",,GCF_004362495.1,APL-derived
Nocardia cyriacigeorgica,135487,opportunistic,,lung,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,dna,"Yassin, A. F., F. A. Rainey, and U. Steiner. ""Nocardia cyriacigeorgici sp. nov..""International journal of systematic and evolutionary microbiology51.4 (2001): 1419-1423.",,GCF_002949635.1,APL-derived
Nocardia puris,208602,potential,,abscess,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,dna,"Yassin, A. F., et al. ""Nocardia puris sp. nov.""International journal of systematic and evolutionary microbiology53.5 (2003): 1595-1599.",,GCF_036051655.1,APL-derived
Nocardia paucivorans NBRC 100373,1206734,primary,,"abscess, resp",,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,dna,"Yassin, A. F., et al. ""Nocardia paucivorans sp. nov.""International journal of systematic and evolutionary microbiology50.2 (2000): 803-809.",,GCF_000308675.1,APL-derived
Nocardia abscessus,120957,primary,,abscess,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,dna,"Yassin, A. F., et al. ""Nocardia abscessus sp. nov.""International journal of systematic and evolutionary microbiology50.4 (2000): 1487-1493.",,GCF_020731305.1,APL-derived
Actinotignum urinale,190146,potential,,urine,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinotignum,dna,"Yassin, A. F., et al. ""Dissection of the genus Actinobaculum: reclassification of Actinobaculum schaalii Lawson et al. 1997 and Actinobaculum urinale Hall et al. 2003 as Actinotignum schaalii gen. nov., comb. nov. and Actinotignum urinale comb. nov., description of Actinotignum sanguinis sp. nov. and emended descriptions of the genus Actinobaculum and Actinobaculum suis; and re-examination of the culture deposited as Actinobaculum massiliense CCUG 47753T (= DSM 19118T), revealing that it does not represent a strain of this ....""International journal of systematic and evolutionary microbiology65.Pt_2 (2015): 615-624.",,GCF_002872015.2,APL-derived
Desmospora activa DSM 45169,1121389,potential,,sputum,,putative,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Desmospora,dna,"Yassin, A. F., et al. ""Desmospora activa gen. nov., sp. nov., a thermoactinomycete isolated from sputum of a patient with suspected pulmonary tuberculosis, and emended description of the family Thermoactinomycetaceae Matsuo et al. 2006.""International journal of systematic and evolutionary microbiology59.3 (2009): 454-459.",,GCF_003046315.1,APL-derived
Cruoricaptor ignavus,1118202,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cruoricaptor,dna,"Yassin, A. F., et al. ""Cruoricaptor ignavus gen. nov., sp. nov., a novel bacterium of the family Flavobacteriaceae isolated from blood culture of a man with bacteraemia.""Systematic and applied microbiology35.7 (2012): 421-426.",,GCF_014961145.1,APL-derived
Auritidibacter ignavus,678932,potential,,ear,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Auritidibacter,dna,"Yassin, A. F., et al. ""Auritidibacter ignavus gen. nov., sp. nov., of the family Micrococcaceae isolated from an ear swab of a man with otitis externa, transfer of the members of the family Yaniellaceae Li et al. 2008 to the family Micrococcaceae and emended description of the suborder Micrococcineae."" International journal of systematic and evolutionary microbiology 61.2 (2011): 223-230.",,GCF_029853775.1,APL-derived
Actinomadura soli,2508997,potential,,sputum,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,dna,"Yassin, A. F., et al. ""Actinomadura sputi sp. nov., isolated from the sputum of a patient with pulmonary infection.""International journal of systematic and evolutionary microbiology60.1 (2010): 149-153.",,GCF_005889715.1,APL-derived
Nocardia elegans,300029,potential,,resp,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,dna,"Yassin, A. F., and S. Brenner. ""Nocardia elegans sp. nov., a member of the Nocardia vaccinii clade isolated from sputum.""International journal of systematic and evolutionary microbiology55.4 (2005): 1505-1509.",,GCF_015477465.1,APL-derived
Williamsia deligens,321325,opportunistic,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Williamsia,dna,"Yassin, A. F., and H. Hupfer. ""Williamsia deligens sp. nov., isolated from human blood.""International journal of systematic and evolutionary microbiology56.1 (2006): 193-197.",,GCF_024171765.1,APL-derived
Corynebacterium sputi DSM 45148,1111729,commensal,,,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,dna,"Yassin, A. F., and C. Siering. ""Corynebacterium sputi sp. nov., isolated from the sputum of a patient with pneumonia.""International journal of systematic and evolutionary microbiology58.12 (2008): 2876-2879.",,GCF_000427865.1,APL-derived
Saccharopolyspora rosea,524884,potential,,resp,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,dna,"Yassin, A. F. ""Saccharopolyspora rosea sp. nov., isolated from a patient with bronchial carcinoma.""International journal of systematic and evolutionary microbiology59.5 (2009): 1148-1152.",,GCF_025643595.1,APL-derived
Corynebacterium ureicelerivorans,401472,commensal,,,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,dna,"Yassin, A. F. ""Corynebacterium ureicelerivorans sp. nov., a lipophilic bacterium isolated from blood culture.""International journal of systematic and evolutionary microbiology57.6 (2007): 1200-1203.",,GCF_000747315.1,APL-derived
Haematomicrobium sanguinis DSM 21259,1121020,potential,,blood,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Haematomicrobium,dna,"Yap, Desmond YH, et al. ""Arthrobacter sanguinis: an uncommon cause of peritonitis in a peritoneal dialysis patient.""Nephrology (Carlton, Vic.)20.11 (2015): 868.",,GCF_000688395.1,APL-derived
Legionella nagasakiensis,535290,potential,,resp,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,dna,"Yang, Genyan, et al. ""Legionella nagasakiensis sp. nov., isolated from water samples and from a patient with pneumonia.""International journal of systematic and evolutionary microbiology62.2 (2012): 284-288.",,GCF_900639915.1,APL-derived
Leuconostoc lactis,1246,opportunistic,,blood,,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,dna,"Yang, C. ""Leuconostoc lactis bacteremia: case report.""Reactions1577 (2015): 245-14.",,GCF_007954605.1,APL-derived
Neisseria macacae,496,potential,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,dna,"Yamamoto, Yasumasa, et al. ""Neisseria macacae bacteremia: report of two cases with a literature review.""BMC Infectious Diseases20.1 (2020): 1-4.",,GCF_902374455.1,APL-derived
Mixta calida,665913,potential,,blood,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta,dna,"Yamada, Kageto, et al. ""Pantoea calida bacteremia in an adult with end-stage stomach cancer under inpatient care.""Journal of Infection and Chemotherapy23.6 (2017): 407-409.",,GCF_007681265.1,APL-derived
Mycoplasma penetrans,28227,primary,,"blood, resp, stool",,established,FALSE,,human,Bacillati,Mycoplasmatota,,Mycoplasmoidales,Mycoplasmoidaceae,Malacoplasma,dna,"Yanez, Antonio, et al. ""Mycoplasma penetrans bacteremia and primary antiphospholipid syndrome.""�Emerging Infectious Diseases�5.1 (1999): 164.",,GCF_004127945.1,APL-derived
Treponema maltophilum ATCC 51939,1125699,potential,,oral,,established,FALSE,,human,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,dna,"Wyss, Choi, et al. ""Treponema maltophilum sp. nov., a small oral spirochete isolated from human periodontal lesions.""International Journal of Systematic and Evolutionary Microbiology46.3 (1996): 745-752.",,GCF_000413055.1,APL-derived
Treponema putidum,221027,potential,,oral,,putative,FALSE,,human,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,dna,"Wyss, C., et al. ""Treponema putidum sp. nov., a medium-sized proteolytic spirochaete isolated from lesions of human periodontitis and acute necrotizing ulcerative gingivitis.""International journal of systematic and evolutionary microbiology54.4 (2004): 1117-1122.",,GCF_024401155.1,APL-derived
Treponema parvum,138851,potential,,oral,,established,FALSE,,human,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,dna,"Wyss, C., et al. ""Treponema parvum sp. nov., a small, glucoronic or galacturonic acid-dependent oral spirochaete from lesions of human periodontitis and acute necrotizing ulcerative gingivitis.""International journal of systematic and evolutionary microbiology51.3 (2001): 955-962.",,GCF_017893965.1,APL-derived
Treponema lecithinolyticum,53418,potential,,oral,,established,FALSE,,human,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,dna,"Wyss, C., et al. ""Treponema lecithinolyticum sp. nov., a small saccharolytic spirochaete with phospholipase A and C activities associated with periodontal diseases.""International Journal of Systematic and Evolutionary Microbiology49.4 (1999): 1329-1339.",,GCF_042638975.1,APL-derived
Treponema amylovorum,59892,potential,,oral,,established,FALSE,,human,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,dna,"Wyss, C., et al. ""Treponema amylovorum sp. nov., a saccharolytic spirochete of medium size isolated from an advanced human periodontal lesion.""International Journal of Systematic and Evolutionary Microbiology47.3 (1997): 842-845.",,,APL-derived
Arcobacter skirrowii,28200,potential,,stool,,putative,FALSE,,human,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,dna,"Wybo, Ingrid, et al. ""Isolation of Arcobacter skirrowii from a patient with chronic diarrhea.""Journal of clinical microbiology42.4 (2004): 1851-1852.",,GCF_003939045.1,APL-derived
Arachnia propionica,1750,commensal,,abscess,"skin, nasal ",established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,dna,"Wunderink, Herman F., et al. ""Pelvic actinomycosis-like disease due to Propionibacterium propionicum after hysteroscopic removal of an intrauterine device.""Journal of clinical microbiology49.1 (2011): 466-468.",,GCF_900637725.1,APL-derived
Staphylococcus saccharolyticus,33028,commensal,,blood,skin,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,dna,"Wu, Xiaomei, Chunyan Yu, and Xinyan Wang. ""A case of Staphylococcus saccharolyticus pneumonia.""International Journal of Infectious Diseases13.2 (2009): e43-e46.",,GCF_016127715.1,APL-derived
Enterobacter huaxiensis,2494702,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,dna,"Wu, Wenjing, et al. ""Enterobacter huaxiensis sp. nov. and Enterobacter chuandaensis sp. nov., recovered from human blood.""International journal of systematic and evolutionary microbiology69.3 (2019): 708-714.",,GCF_003594935.2,APL-derived
Neisseria dumasiana,1931275,primary,,skin,,established,FALSE,,human,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,dna,"Wroblewski, Danielle, et al. ""Neisseria dumasiana sp. nov. from human sputum and a dogs mouth.""�International Journal of Systematic and Evolutionary Microbiology�67.11 (2017): 4304-4310.",,GCF_022870885.1,APL-derived
Clostridium carnis,1530,potential,,blood,,putative,FALSE,,human,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,dna,"Wort, A. J., and R. L. Ozere. ""Characteristics of a strain of Clostridium carnis causing septicaemia in a young infant.""Journal of clinical pathology29.11 (1976): 1011-1013.",,GCF_054657435.1,APL-derived
Anaerostipes caccae,105841,potential,,blood,stool,established,FALSE,,human,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,dna,"Workneh, Meklit, et al. ""Bypass graft infection and bacteremia caused by Anaerostipes caccae: First report of human infection caused by a recently described gut anaerobe.""Anaerobe42 (2016): 98-100.",,GCF_020181435.1,APL-derived
Pseudomonas poae,200451,potential,,blood,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,dna,"Woodring, Therese S., and John J. Farrell. ""Pseudomonas poae-associated fatal septic transfusion reaction, Peoria, Illinois, USA, 2017.""�Emerging Infectious Diseases�25.8 (2019): 1445.",,GCF_014930995.1,APL-derived
Streptococcus sinensis,176090,commensal,,blood,oral,established,FALSE,,human,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dna,"Woo, Patrick CY, et al. ""Streptococcus sinensis sp. nov., a novel species isolated from a patient with infective endocarditis.""Journal of Clinical Microbiology40.3 (2002): 805-810.",,GCF_000767835.1,APL-derived
Pseudostreptobacillus hongkongensis,1162717,potential,,"abscess, blood",,putative,FALSE,,human,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudostreptobacillus,dna,"Woo, Patrick CY, et al. ""Streptobacillus hongkongensis sp. nov., isolated from patients with quinsy and septic arthritis, and emended descriptions of the genus Streptobacillus and Streptobacillusmoniliformis.""International journal of systematic and evolutionary microbiology64.Pt_9 (2014): 3034-3039.",,GCF_001559795.1,APL-derived
Leptotrichia hongkongensis,554406,potential,,blood,,putative,FALSE,,human,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,dna,"Woo, Patrick CY, et al. ""Leptotrichia hongkongensis sp. nov., a novel Leptotrichia species with the oral cavity as its natural reservoir.""Journal of Zhejiang University SCIENCE B11.6 (2010): 391-401.",,GCF_042676165.1,APL-derived
Gordonibacter pamelaeae,471189,potential,,blood,gut,putative,FALSE,,human,Bacillati,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,dna,"Woo, Patrick CY, et al. ""First report of Gordonibacter pamelaeae bacteremia.""Journal of clinical microbiology48.1 (2010): 319-322.",,GCF_003340385.1,APL-derived
Sedimentibacter sp.,1960295,potential,,blood,,putative,FALSE,,human,Bacillati,Bacillota,Tissierellia,,,Sedimentibacter,dna,"Woo, Patrick CY, et al. ""Bacteremia in a patient with colonic carcinoma caused by a novel Sedimentibacter species: Sedimentibacter hongkongensis sp. nov.""Diagnostic microbiology and infectious disease50.2 (2004): 81-87.",,GCF_032051105.1,APL-derived
Alkanindiges hongkongensis,208968,potential,,abscess,,putative,FALSE,,human,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Alkanindiges,dna,"Woo, Patrick CY, et al. ""Alkanindiges hongkongensis sp. nov. A novel Alkanindiges species isolated from a patient with parotid abscess.""Systematic and applied microbiology28.4 (2005): 316-322.",,,APL-derived
Pauljensenia hongkongensis,178339,potential,,abscess,,putative,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Pauljensenia,dna,"Woo, Patrick CY, et al. ""Actinomyces hongkongensis sp. nov.-a novel Actinomyces species isolated from a patient with pelvic actinomycosis.""�Systematic and applied microbiology�26.4 (2003): 518-522.",,GCF_001746855.1,APL-derived
Mycolicibacterium farcinogenes,1802,potential,,blood,,established,FALSE,,human,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,dna,"Wong, Tak-Chuen, et al. ""Mycobacterium farcinogenes infection after total hip arthroplasty.""The Journal of arthroplasty20.5 (2005): 684-687.",,GCF_019739075.1,APL-derived
